101,0,Movie,Sleeping with Other People,10/2/2017,2015,R,"Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform.",80039069
64,0,Movie,Anjelah Johnson: Not Fancy,10/2/2015,2015,TV-14,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",80046779
66,0,Movie,Little Singham: Kaal Ki Tabaahi,10/19/2019,2019,TV-Y7,Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?,80995687
98,0,Movie,Men in Black,10/19/2019,1997,PG-13,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.",60001650
92,0,Movie,Moms at War,10/19/2019,2018,TV-14,"Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class.",81172848
118,0,Movie,The Command,10/19/2019,2018,PG-13,For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.,81034575
0,1,TV Show,Accidentally in Love,10/19/2018,2018,TV-14,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",81025800
0,1,TV Show,Ask the Doctor,10/19/2018,2017,TV-PG,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",81003997
0,1,TV Show,Best.Worst.Weekend.Ever.,10/19/2018,2018,TV-PG,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",80207486
51,0,Movie,"Club de Cuervos Presents: I, Potro",10/19/2018,2018,TV-MA,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,80226951
50,0,Movie,Derren Brown: Sacrifice,10/19/2018,2018,TV-MA,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,80216677
86,0,Movie,Gnome Alone,10/19/2018,2018,PG,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world.",80232279
140,0,Movie,Illang: The Wolf Brigade,10/19/2018,2018,TV-MA,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",80239666
122,0,Movie,Naa Bangaaru Talli,10/19/2018,2013,TV-MA,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking.",81011973
23,0,Movie,Oddbods: Party Monsters,10/19/2018,2018,TV-Y,"Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos.",81031037
95,0,Movie,S Storm,10/19/2018,2016,TV-MA,Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.,80144152
205,0,Movie,The Gospel of Luke,10/19/2018,2015,TV-14,Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,81035749
123,0,Movie,The Gospel of Mark,10/19/2018,2015,TV-14,"See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",81035750
190,0,Movie,The Gospel of Matthew,10/19/2018,2014,TV-14,The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,81035751
121,0,Movie,The Night Comes for Us,10/19/2018,2018,TV-MA,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",80148162
0,1,TV Show,Wanderlust,10/19/2018,2018,TV-MA,"Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",80211465
94,0,Movie,Wedding Unplanned,10/19/2017,2017,TV-MA,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",80171705
87,0,Movie,10 Days in Sun City,10/18/2019,2017,TV-14,"After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.",81172729
121,0,Movie,93 Days,10/18/2019,2016,TV-14,Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,81172895
98,0,Movie,Eli,10/18/2019,2019,TV-MA,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",80206910
99,0,Movie,In My Country,10/18/2019,2018,TV-14,"A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.",81172905
0,1,TV Show,Interior Design Masters,10/18/2019,2019,TV-PG,Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.,80217627
0,1,TV Show,Living with Yourself,10/18/2019,2019,TV-MA,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself.",80178724
95,0,Movie,"Love, Surreal and Odd",10/18/2019,2017,TV-14,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",81132442
0,1,TV Show,Mighty Little Bheem: Diwali,10/18/2019,2019,TV-Y,"From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.",81020066
0,1,TV Show,MONKART,10/18/2019,2017,TV-Y7,Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.,81193245
107,0,Movie,New Money,10/18/2019,2018,TV-14,An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.,81172723
100,0,Movie,Seventeen,10/18/2019,2019,TV-MA,"To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",80990336
101,0,Movie,Tatu,10/18/2019,2017,TV-MA,"Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",81172909
86,0,Movie,Tell Me Who I Am,10/18/2019,2019,TV-MA,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",80214706
96,0,Movie,The Laundromat,10/18/2019,2019,R,"When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",80994011
0,1,TV Show,Unnatural Selection,10/18/2019,2019,TV-MA,"From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",80208910
99,0,Movie,Up North,10/18/2019,2018,TV-14,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,81172902
112,0,Movie,Upstarts,10/18/2019,2019,TV-14,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",80998890
127,0,Movie,Verses of Love 2,10/18/2019,2017,TV-14,"Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?",81047903
131,0,Movie,Mr. Chandramouli,10/18/2018,2018,TV-MA,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge.",81026343
79,0,Movie,El Viaje: Márama y Rombai,10/18/2017,2016,TV-PG,Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.,80208635
140,0,Movie,The Karate Kid,10/17/2019,2010,PG,"After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.",70125931
0,1,TV Show,THE UNLISTED,10/17/2019,2019,TV-PG,"When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.",80222326
80,0,Movie,My Babysitter's a Vampire: The Movie,10/17/2018,2010,TV-PG,"When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.",70235768
66,0,Movie,Patton Oswalt: Annihilation,10/17/2017,2017,TV-MA,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",80177406
0,1,TV Show,Another Miss Oh,10/16/2019,2016,TV-14,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.",81077044
22,0,Movie,Ghosts of Sugar Land,10/16/2019,2019,TV-MA,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",81081656
78,0,Movie,League of Legends Origins,10/16/2019,2019,TV-MA,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.",81187847
63,0,Movie,Park Na-rae: Glamour Warning,10/16/2019,2019,TV-MA,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before.",81053240
0,1,TV Show,Second 20s,10/16/2019,2015,TV-14,"Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.",81167011
97,0,Movie,Sinister 2,10/16/2019,2015,R,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",80043834
86,0,Movie,The Game Changers,10/16/2019,2018,TV-MA,"Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",81157840
63,0,Movie,"Ron White: If You Quit Listening, I'll Shut Up",10/16/2018,2018,TV-MA,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.",80244900
135,0,Movie,Baadshaho,10/16/2017,2017,TV-14,"In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",80211134
96,0,Movie,Closed Circuit,10/16/2017,2013,R,"Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",70271601
0,1,TV Show,Footprints in the Sand,10/16/2017,2011,TV-14,"Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations.",80136786
0,1,TV Show,In Laws,10/16/2017,2016,TV-PG,"Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in.",80136788
0,1,TV Show,La Femme,10/16/2017,2016,TV-14,"Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse.",80136787
0,1,TV Show,Laws of Attraction,10/16/2017,2012,TV-14,"Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs.",80136454
144,0,Movie,Lucknow Central,10/16/2017,2017,TV-14,"After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",80204433
111,0,Movie,A Family Affair,10/16/2016,2015,TV-PG,The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.,80089199
59,0,Movie,Anthony Jeselnik: Thoughts and Prayers,10/16/2015,2015,TV-MA,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,80043049
137,0,Movie,Beasts of No Nation,10/16/2015,2015,NR,"When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",80044545
86,0,Movie,Circle,10/16/2015,2015,NR,"When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",80070182
0,1,TV Show,Black Money Love,10/15/2019,2014,TV-MA,"After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.",80176234
93,0,Movie,Dark Crimes,10/15/2019,2016,R,A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.,80992769
73,0,Movie,Homeland,10/15/2019,2019,TV-PG,"Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself.",81191228
0,1,TV Show,Magical Andes,10/15/2019,2019,TV-G,"From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains.",81154549
0,1,TV Show,Power Rangers Beast Morphers,10/15/2019,2019,TV-Y7-FV,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.,81192594
0,1,TV Show,Devlok with Devdutt Pattanaik,10/15/2018,2017,TV-PG,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.",81006356
150,0,Movie,Meghnadbodh Rohoshyo,10/15/2018,2017,TV-14,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",81025935
159,0,Movie,Sanju,10/15/2018,2018,TV-MA,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",81020508
0,1,TV Show,Stunt Science,10/15/2018,2018,TV-MA,"When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.",80241004
108,0,Movie,A Scandall,10/15/2017,2016,TV-MA,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.",80201824
127,0,Movie,Aisa Yeh Jahaan,10/15/2017,2015,TV-14,"During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.",80203782
127,0,Movie,Ankur Arora Murder Case,10/15/2017,2013,TV-14,A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.,80201829
90,0,Movie,Belief: The Possession of Janet Moses,10/15/2017,2015,TV-MA,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",80126016
126,0,Movie,Calendar Girls,10/15/2017,2015,TV-14,Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.,80202089
121,0,Movie,Darra,10/15/2017,2016,TV-14,"After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him.",80203789
119,0,Movie,El Che,10/15/2017,2017,TV-14,"Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary.",80193423
109,0,Movie,Gour Hari Dastaan: The Freedom File,10/15/2017,2015,TV-14,A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.,80201825
0,1,TV Show,Harry & Bunnie,10/15/2017,2017,TV-Y7,A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.,80202376
132,0,Movie,Jal,10/15/2017,2013,TV-14,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,80028360
118,0,Movie,Macchli Jal Ki Rani Hai,10/15/2017,2014,TV-MA,"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",80203783
84,0,Movie,Money,10/15/2017,2016,R,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",80142617
93,0,Movie,One Night Stand,10/15/2017,2016,TV-MA,An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.,80201823
96,0,Movie,OtherLife,10/15/2017,2017,TV-MA,"After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.",80190841
145,0,Movie,Sardaarji 2,10/15/2017,2016,TV-PG,A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.,80115858
0,1,TV Show,Seven and Me,10/15/2017,2017,TV-G,A little girl discovers she’s the modern-day descendant of Snow White when seven dwarfs arrive at her suburban home to serve as her guardian angels.,80183199
158,0,Movie,Singapore,10/15/2017,1960,TV-PG,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",80158547
132,0,Movie,Story of an Egg,10/15/2017,2017,TV-PG,"When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles.",80206827
111,0,Movie,Tamanchey,10/15/2017,2014,TV-MA,A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.,80202090
133,0,Movie,Teshan,10/15/2017,2016,TV-PG,New beginnings appear to be on the horizon after a simple country boy forms a bond with a sophisticated urban girl with modern ideas.,80203790
143,0,Movie,Ujala,10/15/2017,1959,TV-PG,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",80158391
117,0,Movie,Veerappan,10/15/2017,2016,TV-14,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,80201822
84,0,Movie,Why Knot,10/15/2017,2016,TV-MA,"Pressured by his traditional family to marry, a filmmaker explores the idea of monogamy and the possibility of lifelong union without sexual fidelity.",80211540
97,0,Movie,A Mighty Team,10/15/2016,2016,TV-14,"When a fit of anger leads to a serious injury, a sidelined soccer star returns to his hometown and reluctantly agrees to train the local youth.",80123743
77,0,Movie,Berserk: The Golden Age Arc I - The Egg of the King,10/15/2016,2012,TV-MA,"Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",70258995
94,0,Movie,Bleach The Movie: Fade to Black,10/15/2016,2008,NR,"When his mind is fogged by a scimitar-weilding stranger, Mayuri destroys his laboratory, unleashing a cloud of reishi that lays waste to the Seiretei.",70208801
94,0,Movie,Bleach the Movie: Hell Verse,10/15/2016,2010,NR,"When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister.",70260383
91,0,Movie,Blind Date,10/15/2016,2015,TV-14,"A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbors, but things get interesting when they start to date.",80123744
0,1,TV Show,DEATH NOTE,10/15/2016,2006,TV-14,"When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it.",70204970
93,0,Movie,Naruto Shippûden the Movie: Bonds,10/15/2016,2008,TV-14,"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",70105699
95,0,Movie,Naruto Shippuden: The Movie,10/15/2016,2007,TV-14,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",70124999
0,1,TV Show,Power Rangers Dino Super Charge,10/15/2016,2016,TV-Y7,Just when you thought the Rangers' mission was accomplished there's an even more difficult challenge for them to face with the arrival of a new enemy.,80088507
0,1,TV Show,Spotless,10/15/2016,2015,TV-MA,The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,80080727
62,0,Movie,"Martin Matte: La vie, la mort...eh la la..!",10/14/2019,2019,TV-14,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",80990869
107,0,Movie,This Is Not What I Expected,10/14/2017,2017,TV-PG,"Romance and cuisine mix when a perpetually dissatisfied hotel executive finally encounters the perfect meal, and the sous chef that made it.",80187205
80,0,Movie,Sky Ladder: The Art of Cai Guo-Qiang,10/14/2016,2016,TV-MA,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary.",80097472
135,0,Movie,Suburra,10/14/2015,2015,NR,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.,80075009
0,1,TV Show,Russell Peters vs. the World,10/14/2013,2013,NR,"A four-part docu-series that's an exclusive, backstage pass to global comedy superstar Russell Peters' record-breaking ""Notorious"" world tour.",70293417
72,0,Movie,Russell Peters: Notorious,10/14/2013,2013,NR,"Global comedy star Russell Peters leaves no ethnic or cultural stereotype unsatirized in this outrageous standup appearance in Sydney, Australia.",70280748
96,0,Movie,Street Flow,10/13/2019,2019,TV-MA,"Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.",81034012
0,1,TV Show,The Lies Within,10/13/2019,2019,TV-14,"After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",81191500
131,0,Movie,Soorma,10/13/2018,2018,TV-14,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.,81019031
0,1,TV Show,Ajaibnya Cinta,10/13/2017,2015,TV-PG,"Upon returning home from his studies abroad, young grad Akif finds himself involved with four women in this continuation of the series ""Spain Uoolss.""",80180544
83,0,Movie,Blessed Benefit,10/13/2017,2016,TV-14,"After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside.",80148070
102,0,Movie,Clair Obscur,10/13/2017,2016,TV-MA,"While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",80155812
52,0,Movie,"El Especial de Alex Fernández, el Especial",10/13/2017,2017,TV-MA,"From a Mexico City theme park, energetic stand-up Alex Fernández riffs on music, cheap toys, insecurity and other fun things about growing up.",80183198
110,0,Movie,Kingdom of Us,10/13/2017,2017,TV-MA,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,80158844
85,0,Movie,The Babysitter,10/13/2017,2017,TV-MA,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a satanic cult that will stop at nothing to keep him quiet.",80164456
113,0,Movie,The Meyerowitz Stories (New and Selected),10/13/2017,2017,TV-MA,Grudges and rivalries abound as three adult siblings converge in New York to contend with their prickly artist father – and his fading legacy.,80174434
95,0,Movie,Mascots,10/13/2016,2016,TV-MA,"Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot in this offbeat, comic romp from Christopher Guest.",80075476
130,0,Movie,Apostle,10/12/2018,2018,TV-MA,"In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",80158148
0,1,TV Show,Black Heart,10/12/2018,2014,TV-14,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",80119451
99,0,Movie,Errementari: The Blacksmith and the Devil,10/12/2018,2018,TV-MA,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore.",80239565
86,0,Movie,Feminists: What Were They Thinking?,10/12/2018,2018,TV-MA,"Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",80216844
0,1,TV Show,FIGHTWORLD,10/12/2018,2018,TV-MA,"Actor and fight enthusiast Frank Grillo travels the world, immersing himself in different fight cultures to understand their traditions and motivations.",80187722
106,0,Movie,Kuntilanak,10/12/2018,2018,TV-14,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,81021082
57,0,Movie,ReMastered: Who Shot the Sheriff,10/12/2018,2018,TV-14,"In 1976, reggae icon Bob Marley survived an assassination attempt as rival political groups battled in Jamaica. But who exactly was responsible?",80191047
0,1,TV Show,The Curious Creations of Christine McConnell,10/12/2018,2018,TV-PG,"Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts – and wildly inappropriate creatures.",80201868
0,1,TV Show,The Haunting of Hill House,10/12/2018,2018,TV-MA,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.",80189221
97,0,Movie,The Kindergarten Teacher,10/12/2018,2018,R,A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,80240972
88,0,Movie,Barakah Meets Barakah,10/12/2017,2016,TV-14,A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.,80103282
89,0,Movie,Bomb Scared,10/12/2017,2017,TV-MA,"In this dark comedy, a dysfunctional group of wannabe Basque terrorists awaits word about a new mission while Spain makes a run at the World Cup title.",80134526
90,0,Movie,Justin Timberlake + the Tennessee Kids,10/12/2016,2016,TV-PG,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",80127559
71,0,Movie,Iron Man & Captain America: Heroes United,10/12/2014,2014,PG,"While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.",80005501
104,0,Movie,Bygones Be Bygones,10/11/2019,2017,TV-MA,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,81132441
123,0,Movie,El Camino: A Breaking Bad Movie,10/11/2019,2019,TV-MA,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",81078819
100,0,Movie,Fractured,10/11/2019,2019,TV-MA,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",80223997
99,0,Movie,The Bling Lagosians,10/11/2019,2019,TV-14,"With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy.",81191666
151,0,Movie,The Forest of Love,10/11/2019,2019,TV-MA,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,81133621
102,0,Movie,The Influence,10/11/2019,2019,TV-MA,"Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",81038598
118,0,Movie,Filosofi Kopi The Movie,10/11/2018,2015,TV-PG,The level-headed owner of a struggling coffee shop finds his future at risk when his partner – a talented but cocky barista – makes a major bet.,81016322
0,1,TV Show,Ordinary Heroes,10/11/2018,2018,TV-MA,"Get an intimate look at four engaged citizens whose courage, sense of civic duty and ultimate sacrifice helped to transform Italian society.",81015994
0,1,TV Show,Salt Fat Acid Heat,10/11/2018,2018,TV-PG,"Chef and food writer Samin Nosrat travels the world to explore four basic keys to wonderful cooking, serving up feasts and helpful tips along the way.",80198288
98,0,Movie,??????,10/11/2018,2016,TV-14,"Amid the tumult following Egyptian President Morsi's ouster, demonstrators from divergent backgrounds are brought together inside a police truck.",80147323
0,1,TV Show,Beyblade Burst Turbo,10/10/2019,2018,TV-Y7,"Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.",81172568
154,0,Movie,GEN HOSHINO STADIUM TOUR “POP VIRUS”,10/10/2019,2019,TV-PG,Singer-songwriter Gen Hoshino takes the stage at the sold out Tokyo Dome in his highly anticipated 2019 Pop Virus dome tour.,81171871
0,1,TV Show,Ultramarine Magmell,10/10/2019,2019,TV-14,"Decades after the sudden birth of a new continent, a young rescuer-for-hire provides aid to adventurers exploring this dangerous, uncharted world.",81019771
144,0,Movie,7/22/2021 12:00:00 AM,10/10/2018,2018,R,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",80210932
0,1,TV Show,Blood Pact,10/10/2018,2018,TV-MA,"An ambitious TV reporter uses risky and ethically questionable methods to report on gang wars and police corruption in the Amazon port of Belém, Brazil.",81003880
110,0,Movie,Tales From the Hood 2,10/10/2018,2018,R,Buckle up for an anthology of socially conscious horror stories that focus on the perils of racial injustice and the price of ignorance.,81015317
59,0,Movie,Christina P: Mother Inferior,10/10/2017,2017,TV-MA,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth.",80205204
0,1,TV Show,Nature's Great Events (2009),10/10/2015,2009,TV-PG,"This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events.",70245168
0,1,TV Show,The Blue Planet: A Natural History of the Oceans,10/10/2015,2001,TV-G,"David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.",70235731
71,0,Movie,Chelsea Handler: Uganda Be Kidding Me Live,10/10/2014,2014,TV-MA,"In her first Netflix stand-up comedy special, Chelsea Handler recounts her African adventures (and provides hilarious photographic evidence).",80003481
93,0,Movie,300 Miles to Heaven,10/1/2019,1989,TV-14,"Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home.",81168338
77,0,Movie,A.M.I.,10/1/2019,2019,TV-MA,"After losing her mother, a teenage girl bonds with her phone’s artificial intelligence app, a relationship that soon takes a dark and violent turn.",81103033
